County,date,sales_tax_receipts
Anderson,01/01/2012,"466,440.23"
Anderson,02/01/2012,"694,920.67"
Anderson,03/01/2012,"436,622.94"
Anderson,04/01/2012,"475,761.17"
Anderson,05/01/2012,"647,752.86"
Anderson,06/01/2012,"484,203.31"
Anderson,07/01/2012,"28,516.96"
Anderson,08/01/2012,"607,512.51"
Anderson,09/01/2012,"460,754.35"
Anderson,10/01/2012,"471,482.43"
Anderson,11/01/2012,"587,367.21"
Anderson,12/01/2012,"468,395.39"
Anderson,01/01/2013,"510,811.35"
Anderson,02/01/2013,"648,105.90"
Anderson,03/01/2013,"26,899.44"
Anderson,04/01/2013,"473,973.92"
Anderson,05/01/2013,"644,708.12"
Anderson,06/01/2013,"494,380.79"
Anderson,07/01/2013,"456,161.37"
Anderson,08/01/2013,"584,466.04"
Anderson,09/01/2013,"464,567.93"
Anderson,10/01/2013,"496,712.58"
Anderson,11/01/2013,"567,378.38"
Anderson,12/01/2013,"471,228.85"
Anderson,01/01/2014,"432,323.92"
Anderson,02/01/2014,"656,041.82"
Anderson,03/01/2014,"420,824.91"
Anderson,04/01/2014,"449,930.41"
Anderson,05/01/2014,"640,542.06"
Anderson,06/01/2014,"472,340.02"
Anderson,07/01/2014,"504,607.44"
Anderson,08/01/2014,"607,154.15"
Anderson,09/01/2014,"503,948.21"
Anderson,10/01/2014,"508,940.61"
Anderson,11/01/2014,"628,709.34"
Anderson,12/01/2014,"595,326.88"
Anderson,01/01/2015,"504,818.16"
Anderson,02/01/2015,"734,266.66"
Anderson,03/01/2015,"516,166.77"
Anderson,04/01/2015,"471,745.07"
Anderson,05/01/2015,"664,974.37"
Anderson,06/01/2015,"508,998.10"
Anderson,07/01/2015,"455,231.70"
Anderson,08/01/2015,"627,701.50"
Anderson,09/01/2015,"523,528.59"
Anderson,10/01/2015,"477,927.80"
Anderson,11/01/2015,"611,003.73"
Anderson,12/01/2015,"16,594.85"
Anderson,01/01/2016,"467,271.35"
Anderson,02/01/2016,"690,761.13"
Anderson,03/01/2016,"474,766.62"
Anderson,04/01/2016,"515,120.79"
Anderson,05/01/2016,"627,225.25"
Anderson,06/01/2016,"465,535.41"
Anderson,07/01/2016,"479,522.53"
Anderson,08/01/2016,"691,635.99"
Anderson,09/01/2016,"512,358.82"
Anderson,10/01/2016,"503,536.27"
Anderson,11/01/2016,"564,742.87"
Anderson,12/01/2016,"431,406.50"
Anderson,01/01/2017,"471,562.43"
Anderson,02/01/2017,"643,513.66"
Anderson,03/01/2017,"447,617.94"
Anderson,04/01/2017,"459,165.14"
Anderson,05/01/2017,"632,052.49"
Anderson,06/01/2017,"456,605.77"
Anderson,07/01/2017,"501,636.92"
Anderson,08/01/2017,"533,356.01"
Anderson,09/01/2017,"35,501.91"
Anderson,10/01/2017,"464,396.93"
Anderson,11/01/2017,"606,281.61"
Anderson,12/01/2017,"473,323.83"
Anderson,01/01/2018,"499,671.29"
Anderson,02/01/2018,"649,073.26"
Anderson,03/01/2018,"431,693.72"
Anderson,04/01/2018,"414,876.71"
Anderson,05/01/2018,"623,447.36"
Anderson,06/01/2018,"490,521.01"
Anderson,07/01/2018,"546,682.22"
Anderson,08/01/2018,"572,590.25"
Anderson,09/01/2018,"482,330.16"
Anderson,10/01/2018,"480,759.07"
Anderson,11/01/2018,"43,774.19"
Anderson,12/01/2018,"514,064.16"
Anderson,01/01/2019,"524,766.84"
Anderson,02/01/2019,"666,153.30"
Anderson,03/01/2019,"449,343.27"
Anderson,04/01/2019,"466,917.13"
Anderson,05/01/2019,"602,761.05"
Anderson,06/01/2019,"432,230.76"
Anderson,07/01/2019,"524,614.51"
Anderson,08/01/2019,"605,750.76"
Anderson,09/01/2019,"540,582.35"
Anderson,10/01/2019,"517,540.01"
Anderson,11/01/2019,"601,444.25"
Anderson,12/01/2019,"532,325.28"
Anderson,01/01/2020,"495,366.53"
Anderson,02/01/2020,"727,510.43"
Anderson,03/01/2020,"491,644.69"
Anderson,04/01/2020,"492,448.12"
Anderson,05/01/2020,"642,823.24"
Anderson,06/01/2020,"538,794.59"
Anderson,07/01/2020,"569,605.08"
Anderson,08/01/2020,"699,710.76"
Anderson,09/01/2020,"546,266.53"
Anderson,10/01/2020,"535,805.40"
Anderson,11/01/2020,"703,232.82"
Anderson,12/01/2020,"541,929.19"
Anderson,01/01/2021,"526,357.84"
Anderson,02/01/2021,"721,252.02"
Anderson,03/01/2021,"522,293.80"
Anderson,04/01/2021,"446,858.04"
Anderson,05/01/2021,"828,142.86"
Anderson,06/01/2021,"610,267.91"
Anderson,07/01/2021,"480,636.38"
Anderson,08/01/2021,"739,063.64"
Anderson,09/01/2021,"632,326.40"
Anderson,10/01/2021,"631,400.73"
Anderson,11/01/2021,"740,781.66"
Anderson,12/01/2021,"644,082.27"
Anderson,01/01/2022,"691,799.70"
Anderson,02/01/2022,"722,835.70"
Anderson,03/01/2022,"614,646.73"
Anderson,04/01/2022,"557,148.41"
Anderson,05/01/2022,"806,619.80"
Anderson,06/01/2022,"746,845.00"
Anderson,07/01/2022,"1,262,516.24"
Anderson,08/01/2022,"817,486.38"
Anderson,09/01/2022,"692,981.83"
Anderson,10/01/2022,"685,633.69"
Andrews,01/01/2012,"473,712.99"
Andrews,02/01/2012,"750,825.48"
Andrews,03/01/2012,"562,756.05"
Andrews,04/01/2012,"491,766.71"
Andrews,05/01/2012,"550,435.76"
Andrews,06/01/2012,"556,545.53"
Andrews,07/01/2012,"537,462.38"
Andrews,08/01/2012,"619,717.63"
Andrews,09/01/2012,"653,222.13"
Andrews,10/01/2012,"632,005.31"
Andrews,11/01/2012,"648,231.66"
Andrews,12/01/2012,"632,740.30"
Andrews,01/01/2013,"571,691.16"
Andrews,02/01/2013,"617,601.52"
Andrews,03/01/2013,"520,574.13"
Andrews,04/01/2013,"527,227.06"
Andrews,05/01/2013,"569,875.60"
Andrews,06/01/2013,"593,413.57"
Andrews,07/01/2013,"548,322.32"
Andrews,08/01/2013,"722,571.99"
Andrews,09/01/2013,"662,112.49"
Andrews,10/01/2013,"632,072.70"
Andrews,11/01/2013,"766,700.24"
Andrews,12/01/2013,"694,543.80"
Andrews,01/01/2014,"587,849.69"
Andrews,02/01/2014,"673,005.69"
Andrews,03/01/2014,"579,463.11"
Andrews,04/01/2014,"589,666.33"
Andrews,05/01/2014,"771,743.97"
Andrews,06/01/2014,"702,018.77"
Andrews,07/01/2014,"739,802.11"
Andrews,08/01/2014,"848,396.68"
Andrews,09/01/2014,"811,817.84"
Andrews,10/01/2014,"757,801.49"
Andrews,11/01/2014,"929,494.10"
Andrews,12/01/2014,"803,052.71"
Andrews,01/01/2015,"663,012.93"
Andrews,02/01/2015,"917,106.09"
Andrews,03/01/2015,"652,937.43"
Andrews,04/01/2015,"597,872.30"
Andrews,05/01/2015,"722,698.40"
Andrews,06/01/2015,"590,435.55"
Andrews,07/01/2015,"599,560.46"
Andrews,08/01/2015,"667,734.78"
Andrews,09/01/2015,"560,033.85"
Andrews,10/01/2015,"541,272.86"
Andrews,11/01/2015,"651,980.95"
Andrews,12/01/2015,"544,114.43"
Andrews,01/01/2016,"488,134.69"
Andrews,02/01/2016,"651,882.94"
Andrews,03/01/2016,"526,361.84"
Andrews,04/01/2016,"451,736.34"
Andrews,05/01/2016,"600,438.24"
Andrews,06/01/2016,"431,805.69"
Andrews,07/01/2016,"399,242.86"
Andrews,08/01/2016,"531,477.23"
Andrews,09/01/2016,"393,425.10"
Andrews,10/01/2016,"296,203.73"
Andrews,11/01/2016,"527,687.77"
Andrews,12/01/2016,"4,276.14"
Andrews,01/01/2017,"441,925.84"
Andrews,02/01/2017,"572,096.30"
Andrews,03/01/2017,"433,306.06"
Andrews,04/01/2017,"441,037.09"
Andrews,05/01/2017,"507,222.91"
Andrews,06/01/2017,"539,520.73"
Andrews,07/01/2017,"544,754.23"
Andrews,08/01/2017,"670,980.24"
Andrews,09/01/2017,"398,557.17"
Andrews,10/01/2017,"553,029.54"
Andrews,11/01/2017,"494,772.08"
Andrews,12/01/2017,"515,707.03"
Andrews,01/01/2018,"404,296.40"
Andrews,02/01/2018,"541,384.31"
Andrews,03/01/2018,"658,072.68"
Andrews,04/01/2018,"540,827.23"
Andrews,05/01/2018,"698,976.38"
Andrews,06/01/2018,"537,323.09"
Andrews,07/01/2018,"639,677.28"
Andrews,08/01/2018,"732,150.13"
Andrews,09/01/2018,"702,467.25"
Andrews,10/01/2018,"632,103.25"
Andrews,11/01/2018,"537,190.88"
Andrews,12/01/2018,"726,978.38"
Andrews,01/01/2019,"642,843.91"
Andrews,02/01/2019,"669,058.82"
Andrews,03/01/2019,"690,914.24"
Andrews,04/01/2019,"662,355.80"
Andrews,05/01/2019,"740,542.77"
Andrews,06/01/2019,"690,916.25"
Andrews,07/01/2019,"717,899.59"
Andrews,08/01/2019,"818,725.69"
Andrews,09/01/2019,"757,630.59"
Andrews,10/01/2019,"697,818.32"
Andrews,11/01/2019,"744,450.12"
Andrews,12/01/2019,"801,908.32"
Andrews,01/01/2020,"645,851.64"
Andrews,02/01/2020,"765,065.71"
Andrews,03/01/2020,"689,986.95"
Andrews,04/01/2020,"623,997.99"
Andrews,05/01/2020,"708,492.40"
Andrews,06/01/2020,"504,265.81"
Andrews,07/01/2020,"837,843.37"
Andrews,08/01/2020,"605,510.18"
Andrews,09/01/2020,"570,912.78"
Andrews,10/01/2020,"496,938.99"
Andrews,11/01/2020,"520,340.01"
Andrews,12/01/2020,"589,257.59"
Andrews,01/01/2021,"517,526.72"
Andrews,02/01/2021,"650,886.84"
Andrews,03/01/2021,"453,572.58"
Andrews,04/01/2021,"454,017.49"
Andrews,05/01/2021,"748,161.49"
Andrews,06/01/2021,"669,898.58"
Andrews,07/01/2021,"557,086.16"
Andrews,08/01/2021,"659,031.28"
Andrews,09/01/2021,"603,225.01"
Andrews,10/01/2021,"610,018.47"
Andrews,11/01/2021,"700,900.50"
Andrews,12/01/2021,"539,114.87"
Andrews,01/01/2022,"683,733.27"
Andrews,02/01/2022,"640,523.83"
Andrews,03/01/2022,"562,091.25"
Andrews,04/01/2022,"641,341.38"
Andrews,05/01/2022,"831,879.78"
Andrews,06/01/2022,"819,987.44"
Andrews,07/01/2022,"763,883.02"
Andrews,08/01/2022,"873,661.04"
Andrews,09/01/2022,"868,436.96"
Andrews,10/01/2022,"925,769.32"
Angelina,01/01/2012,"1,074,100.52"
Angelina,02/01/2012,"1,624,613.17"
Angelina,03/01/2012,"960,305.06"
Angelina,04/01/2012,"1,061,375.89"
Angelina,05/01/2012,"1,383,374.27"
Angelina,06/01/2012,"1,026,512.99"
Angelina,07/01/2012,"1,089,556.96"
Angelina,08/01/2012,"1,374,509.86"
Angelina,09/01/2012,"1,103,312.99"
Angelina,10/01/2012,"1,130,905.27"
Angelina,11/01/2012,"1,301,833.86"
Angelina,12/01/2012,"1,067,891.11"
Angelina,01/01/2013,"1,041,085.41"
Angelina,02/01/2013,"1,698,566.53"
Angelina,03/01/2013,"1,106,349.21"
Angelina,04/01/2013,"1,164,585.13"
Angelina,05/01/2013,"1,436,223.25"
Angelina,06/01/2013,"1,074,544.29"
Angelina,07/01/2013,"1,101,713.97"
Angelina,08/01/2013,"1,417,953.37"
Angelina,09/01/2013,"1,061,290.30"
Angelina,10/01/2013,"1,119,360.73"
Angelina,11/01/2013,"1,182,469.95"
Angelina,12/01/2013,"1,092,249.89"
Angelina,01/01/2014,"878,990.89"
Angelina,02/01/2014,"1,638,346.86"
Angelina,03/01/2014,"1,035,091.36"
Angelina,04/01/2014,"1,113,070.42"
Angelina,05/01/2014,"1,456,429.18"
Angelina,06/01/2014,"1,159,168.03"
Angelina,07/01/2014,"1,176,061.67"
Angelina,08/01/2014,"1,389,971.51"
Angelina,09/01/2014,"1,172,347.85"
Angelina,10/01/2014,"1,158,392.34"
Angelina,11/01/2014,"1,365,431.12"
Angelina,12/01/2014,"1,181,732.35"
Angelina,01/01/2015,"1,268,712.56"
Angelina,02/01/2015,"1,698,529.52"
Angelina,03/01/2015,"1,140,755.50"
Angelina,04/01/2015,"1,161,692.54"
Angelina,05/01/2015,"1,443,645.56"
Angelina,06/01/2015,"1,135,630.19"
Angelina,07/01/2015,"1,100,910.26"
Angelina,08/01/2015,"1,456,523.51"
Angelina,09/01/2015,"1,243,893.59"
Angelina,10/01/2015,"1,167,623.05"
Angelina,11/01/2015,"1,436,100.47"
Angelina,12/01/2015,"1,180,507.10"
Angelina,01/01/2016,"1,301,707.68"
Angelina,02/01/2016,"1,735,411.07"
Angelina,03/01/2016,"1,040,514.33"
Angelina,04/01/2016,"1,149,662.51"
Angelina,05/01/2016,"1,553,579.56"
Angelina,06/01/2016,"1,169,855.80"
Angelina,07/01/2016,"1,172,750.29"
Angelina,08/01/2016,"1,458,738.82"
Angelina,09/01/2016,"1,193,052.37"
Angelina,10/01/2016,"1,248,265.11"
Angelina,11/01/2016,"1,382,776.31"
Angelina,12/01/2016,"1,147,871.91"
Angelina,01/01/2017,"1,220,659.27"
Angelina,02/01/2017,"1,726,185.26"
Angelina,03/01/2017,"1,124,319.00"
Angelina,04/01/2017,"1,257,611.73"
Angelina,05/01/2017,"1,478,236.01"
Angelina,06/01/2017,"1,127,284.33"
Angelina,07/01/2017,"1,190,656.01"
Angelina,08/01/2017,"1,415,610.13"
Angelina,09/01/2017,"1,217,777.53"
Angelina,10/01/2017,"1,247,179.46"
Angelina,11/01/2017,"1,489,919.70"
Angelina,12/01/2017,"1,225,817.84"
Angelina,01/01/2018,"1,290,650.67"
Angelina,02/01/2018,"1,685,628.65"
Angelina,03/01/2018,"1,208,550.59"
Angelina,04/01/2018,"1,201,488.11"
Angelina,05/01/2018,"1,605,738.99"
Angelina,06/01/2018,"1,226,026.14"
Angelina,07/01/2018,"1,317,781.92"
Angelina,08/01/2018,"1,484,927.13"
Angelina,09/01/2018,"1,265,174.38"
Angelina,10/01/2018,"1,274,400.75"
Angelina,11/01/2018,"1,575,816.84"
Angelina,12/01/2018,"1,385,167.20"
Angelina,01/01/2019,"1,347,527.22"
Angelina,02/01/2019,"1,770,335.34"
Angelina,03/01/2019,"1,216,742.00"
Angelina,04/01/2019,"1,257,037.11"
Angelina,05/01/2019,"1,559,492.51"
Angelina,06/01/2019,"1,197,290.97"
Angelina,07/01/2019,"1,278,974.17"
Angelina,08/01/2019,"1,532,930.98"
Angelina,09/01/2019,"1,314,251.76"
Angelina,10/01/2019,"1,297,776.16"
Angelina,11/01/2019,"1,493,206.32"
Angelina,12/01/2019,"1,374,845.10"
Angelina,01/01/2020,"1,290,981.77"
Angelina,02/01/2020,"1,859,336.40"
Angelina,03/01/2020,"1,008,185.14"
Angelina,04/01/2020,"1,174,190.10"
Angelina,05/01/2020,"1,488,251.61"
Angelina,06/01/2020,"1,321,142.75"
Angelina,07/01/2020,"1,357,992.44"
Angelina,08/01/2020,"1,730,126.63"
Angelina,09/01/2020,"1,366,478.39"
Angelina,10/01/2020,"1,323,902.68"
Angelina,11/01/2020,"1,667,273.07"
Angelina,12/01/2020,"1,321,761.47"
Angelina,01/01/2021,"1,365,802.32"
Angelina,02/01/2021,"1,935,649.74"
Angelina,03/01/2021,"1,257,275.73"
Angelina,04/01/2021,"1,219,146.40"
Angelina,05/01/2021,"2,179,391.50"
Angelina,06/01/2021,"1,586,551.36"
Angelina,07/01/2021,"1,560,676.43"
Angelina,08/01/2021,"1,941,884.22"
Angelina,09/01/2021,"1,503,183.01"
Angelina,10/01/2021,"1,532,345.35"
Angelina,11/01/2021,"1,812,318.55"
Angelina,12/01/2021,"1,463,064.30"
Angelina,01/01/2022,"1,741,813.09"
Angelina,02/01/2022,"2,140,961.65"
Angelina,03/01/2022,"1,419,932.43"
Angelina,04/01/2022,"1,404,216.72"
Angelina,05/01/2022,"1,994,797.27"
Angelina,06/01/2022,"1,617,094.22"
Angelina,07/01/2022,"1,693,914.32"
Angelina,08/01/2022,"2,034,375.76"
Angelina,09/01/2022,"1,751,824.09"
Angelina,10/01/2022,"1,677,675.77"
Aransas,01/01/2012,"154,380.54"
Aransas,02/01/2012,"189,564.82"
Aransas,03/01/2012,"144,762.40"
Aransas,04/01/2012,"141,173.76"
Aransas,05/01/2012,"211,744.72"
Aransas,06/01/2012,"173,315.92"
Aransas,07/01/2012,"185,606.58"
Aransas,08/01/2012,"210,428.47"
Aransas,09/01/2012,"195,055.10"
Aransas,10/01/2012,"186,840.19"
Aransas,11/01/2012,"174,955.05"
Aransas,12/01/2012,"163,343.62"
Aransas,01/01/2013,"162,817.18"
Aransas,02/01/2013,"193,128.47"
Aransas,03/01/2013,"157,232.62"
Aransas,04/01/2013,"164,997.59"
Aransas,05/01/2013,"227,146.73"
Aransas,06/01/2013,"182,454.74"
Aransas,07/01/2013,"191,442.59"
Aransas,08/01/2013,"227,963.11"
Aransas,09/01/2013,"224,602.82"
Aransas,10/01/2013,"202,151.37"
Aransas,11/01/2013,"201,675.38"
Aransas,12/01/2013,"176,743.16"
Aransas,01/01/2014,"173,664.66"
Aransas,02/01/2014,"209,299.42"
Aransas,03/01/2014,"171,520.42"
Aransas,04/01/2014,"178,202.13"
Aransas,05/01/2014,"22,426.42"
Aransas,06/01/2014,"213,066.61"
Aransas,07/01/2014,"197,644.29"
Aransas,08/01/2014,"241,459.37"
Aransas,09/01/2014,"243,795.58"
Aransas,10/01/2014,"216,765.00"
Aransas,11/01/2014,"224,880.04"
Aransas,12/01/2014,"202,327.21"
Aransas,01/01/2015,"179,515.62"
Aransas,02/01/2015,"236,641.71"
Aransas,03/01/2015,"186,017.94"
Aransas,04/01/2015,"185,571.58"
Aransas,05/01/2015,"242,420.74"
Aransas,06/01/2015,"212,972.05"
Aransas,07/01/2015,"218,944.48"
Aransas,08/01/2015,"274,053.52"
Aransas,09/01/2015,"246,703.68"
Aransas,10/01/2015,"205,389.73"
Aransas,11/01/2015,"234,058.21"
Aransas,12/01/2015,"201,371.25"
Aransas,01/01/2016,"185,661.11"
Aransas,02/01/2016,"240,177.88"
Aransas,03/01/2016,"204,887.09"
Aransas,04/01/2016,"202,391.46"
Aransas,05/01/2016,"259,940.48"
Aransas,06/01/2016,"209,899.98"
Aransas,07/01/2016,"218,256.13"
Aransas,08/01/2016,"274,488.56"
Aransas,09/01/2016,"259,303.23"
Aransas,10/01/2016,"224,130.43"
Aransas,11/01/2016,"234,405.35"
Aransas,12/01/2016,"199,414.95"
Aransas,01/01/2017,"206,910.08"
Aransas,02/01/2017,"243,870.18"
Aransas,03/01/2017,"189,186.01"
Aransas,04/01/2017,"208,061.12"
Aransas,05/01/2017,"258,441.08"
Aransas,06/01/2017,"211,335.38"
Aransas,07/01/2017,"229,923.78"
Aransas,08/01/2017,"275,730.11"
Aransas,09/01/2017,"252,161.96"
Aransas,10/01/2017,"170,110.56"
Aransas,11/01/2017,"210,582.93"
Aransas,12/01/2017,"240,840.65"
Aransas,01/01/2018,"255,886.71"
Aransas,02/01/2018,"244,277.82"
Aransas,03/01/2018,"235,754.67"
Aransas,04/01/2018,"231,730.54"
Aransas,05/01/2018,"289,868.87"
Aransas,06/01/2018,"238,166.10"
Aransas,07/01/2018,"260,957.24"
Aransas,08/01/2018,"291,608.74"
Aransas,09/01/2018,"263,962.35"
Aransas,10/01/2018,"250,249.02"
Aransas,11/01/2018,"240,141.31"
Aransas,12/01/2018,"248,095.49"
Aransas,01/01/2019,"15,320.36"
Aransas,02/01/2019,"258,549.91"
Aransas,03/01/2019,"208,967.01"
Aransas,04/01/2019,"220,426.51"
Aransas,05/01/2019,"258,798.22"
Aransas,06/01/2019,"239,346.06"
Aransas,07/01/2019,"246,531.70"
Aransas,08/01/2019,"282,154.12"
Aransas,09/01/2019,"300,480.52"
Aransas,10/01/2019,"251,854.89"
Aransas,11/01/2019,"274,450.17"
Aransas,12/01/2019,"241,977.86"
Aransas,01/01/2020,"219,781.19"
Aransas,02/01/2020,"268,200.93"
Aransas,03/01/2020,"207,490.91"
Aransas,04/01/2020,"218,724.06"
Aransas,05/01/2020,"260,939.05"
Aransas,06/01/2020,"220,718.21"
Aransas,07/01/2020,"284,307.22"
Aransas,08/01/2020,"331,489.69"
Aransas,09/01/2020,"272,553.03"
Aransas,10/01/2020,"263,705.38"
Aransas,11/01/2020,"289,974.31"
Aransas,12/01/2020,"250,426.67"
Aransas,01/01/2021,"238,080.16"
Aransas,02/01/2021,"310,857.68"
Aransas,03/01/2021,"236,393.42"
Aransas,04/01/2021,"219,126.37"
Aransas,05/01/2021,"355,133.05"
Aransas,06/01/2021,"273,067.54"
Aransas,07/01/2021,"303,651.73"
Aransas,08/01/2021,"372,268.85"
Aransas,09/01/2021,"317,467.87"
Aransas,10/01/2021,"294,265.04"
Aransas,11/01/2021,"334,193.59"
Aransas,12/01/2021,"256,313.85"
Aransas,01/01/2022,"281,630.32"
Aransas,02/01/2022,"345,473.71"
Aransas,03/01/2022,"261,149.23"
Aransas,04/01/2022,"260,081.68"
Aransas,05/01/2022,"380,667.90"
Aransas,06/01/2022,"321,854.92"
Aransas,07/01/2022,"344,901.23"
Aransas,08/01/2022,"396,066.92"
Aransas,09/01/2022,"375,931.80"
Aransas,10/01/2022,"340,537.95"
Archer,01/01/2012,"45,229.94"
Archer,02/01/2012,"54,858.23"
Archer,03/01/2012,"42,304.87"
Archer,04/01/2012,"43,363.54"
Archer,05/01/2012,"58,934.95"
Archer,06/01/2012,"50,195.83"
Archer,07/01/2012,"72,426.22"
Archer,08/01/2012,"70,646.34"
Archer,09/01/2012,"53,004.54"
Archer,10/01/2012,"53,509.32"
Archer,11/01/2012,"70,924.58"
Archer,12/01/2012,"57,278.31"
Archer,01/01/2013,"48,965.89"
Archer,02/01/2013,"71,813.68"
Archer,03/01/2013,"50,298.19"
Archer,04/01/2013,"50,764.48"
Archer,05/01/2013,"73,256.15"
Archer,06/01/2013,"51,145.94"
Archer,07/01/2013,"50,841.16"
Archer,08/01/2013,"55,601.81"
Archer,09/01/2013,"59,257.54"
Archer,10/01/2013,"43,600.76"
Archer,11/01/2013,"67,734.95"
Archer,12/01/2013,"63,585.23"
Archer,01/01/2014,"49,904.91"
Archer,02/01/2014,"66,807.33"
Archer,03/01/2014,"44,225.08"
Archer,04/01/2014,"49,099.33"
Archer,05/01/2014,"65,985.26"
Archer,06/01/2014,"56,665.27"
Archer,07/01/2014,"58,420.59"
Archer,08/01/2014,"67,664.78"
Archer,09/01/2014,"54,920.20"
Archer,10/01/2014,"59,067.23"
Archer,11/01/2014,"66,382.95"
Archer,12/01/2014,"26,210.35"
Archer,01/01/2015,"50,373.09"
Archer,02/01/2015,"67,152.40"
Archer,03/01/2015,"42,853.58"
Archer,04/01/2015,"38,171.34"
Archer,05/01/2015,"53,925.76"
Archer,06/01/2015,"36,183.52"
Archer,07/01/2015,"28,771.32"
Archer,08/01/2015,"48,395.38"
Archer,09/01/2015,"44,752.33"
Archer,10/01/2015,"39,610.11"
Archer,11/01/2015,"58,712.75"
Archer,12/01/2015,"38,398.67"
Archer,01/01/2016,"35,426.60"
Archer,02/01/2016,"56,970.12"
Archer,03/01/2016,"36,056.66"
Archer,04/01/2016,"31,083.97"
Archer,05/01/2016,"43,081.58"
Archer,06/01/2016,"32,422.05"
Archer,07/01/2016,"32,326.98"
Archer,08/01/2016,"44,711.68"
Archer,09/01/2016,"43,486.65"
Archer,10/01/2016,"38,206.50"
Archer,11/01/2016,"52,020.90"
Archer,12/01/2016,"28,668.35"
Archer,01/01/2017,"34,601.69"
Archer,02/01/2017,"41,246.12"
Archer,03/01/2017,"39,225.35"
Archer,04/01/2017,"37,487.50"
Archer,05/01/2017,"46,677.60"
Archer,06/01/2017,"35,429.69"
Archer,07/01/2017,"40,283.20"
Archer,08/01/2017,"48,095.81"
Archer,09/01/2017,"46,608.39"
Archer,10/01/2017,"43,367.34"
Archer,11/01/2017,"50,776.53"
Archer,12/01/2017,"38,464.32"
Archer,01/01/2018,"32,090.09"
Archer,02/01/2018,"50,034.44"
Archer,03/01/2018,"36,307.59"
Archer,04/01/2018,"33,473.27"
Archer,05/01/2018,"51,984.58"
Archer,06/01/2018,"41,040.54"
Archer,07/01/2018,"47,947.23"
Archer,08/01/2018,"58,432.33"
Archer,09/01/2018,"44,018.78"
Archer,10/01/2018,"46,501.75"
Archer,11/01/2018,"59,843.55"
Archer,12/01/2018,"43,030.24"
Archer,01/01/2019,"48,249.28"
Archer,02/01/2019,"32,045.56"
Archer,03/01/2019,"50,065.57"
Archer,04/01/2019,"41,324.64"
Archer,05/01/2019,"59,192.64"
Archer,06/01/2019,"45,432.81"
Archer,07/01/2019,"42,587.66"
Archer,08/01/2019,"55,872.72"
Archer,09/01/2019,"48,986.67"
Archer,10/01/2019,"51,932.89"
Archer,11/01/2019,"53,953.33"
Archer,12/01/2019,"49,155.37"
Archer,01/01/2020,"42,474.63"
Archer,02/01/2020,"61,843.44"
Archer,03/01/2020,"50,314.44"
Archer,04/01/2020,"40,999.09"
Archer,05/01/2020,"51,970.28"
Archer,06/01/2020,"45,401.08"
Archer,07/01/2020,"44,544.58"
Archer,08/01/2020,"52,413.61"
Archer,09/01/2020,"46,832.04"
Archer,10/01/2020,"43,898.88"
Archer,11/01/2020,"53,664.33"
Archer,12/01/2020,"48,428.29"
Archer,01/01/2021,"47,115.30"
Archer,02/01/2021,"64,170.67"
Archer,03/01/2021,"49,242.87"
Archer,04/01/2021,"43,048.07"
Archer,05/01/2021,"69,816.72"
Archer,06/01/2021,"50,367.41"
Archer,07/01/2021,"47,457.18"
Archer,08/01/2021,"59,564.66"
Archer,09/01/2021,"53,736.94"
Archer,10/01/2021,"44,174.70"
Archer,11/01/2021,"68,328.23"
Archer,12/01/2021,"59,976.27"
Archer,01/01/2022,"59,023.68"
Archer,02/01/2022,"77,154.91"
Archer,03/01/2022,"54,914.73"
Archer,04/01/2022,"71,634.67"
Archer,05/01/2022,"77,630.26"
Archer,06/01/2022,"59,885.78"
Archer,07/01/2022,"68,197.28"
Archer,08/01/2022,"73,483.88"
Archer,09/01/2022,"62,931.16"
Archer,10/01/2022,"73,302.23"
Armstrong,01/01/2012,"4,773.36"
Armstrong,02/01/2012,"4,551.20"
Armstrong,03/01/2012,"3,446.36"
Armstrong,04/01/2012,"3,095.66"
Armstrong,05/01/2012,"4,302.06"
Armstrong,06/01/2012,"3,172.94"
Armstrong,07/01/2012,"3,146.12"
Armstrong,08/01/2012,"4,336.17"
Armstrong,09/01/2012,"3,941.48"
Armstrong,10/01/2012,"3,970.52"
Armstrong,11/01/2012,"4,594.03"
Armstrong,12/01/2012,"3,386.80"
Armstrong,01/01/2013,"3,552.32"
Armstrong,02/01/2013,"5,181.87"
Armstrong,03/01/2013,"4,574.63"
Armstrong,04/01/2013,"4,745.68"
Armstrong,05/01/2013,"5,088.94"
Armstrong,06/01/2013,"3,316.20"
Armstrong,07/01/2013,"4,916.59"
Armstrong,08/01/2013,"5,023.69"
Armstrong,09/01/2013,"6,006.14"
Armstrong,10/01/2013,"6,072.29"
Armstrong,11/01/2013,"5,804.69"
Armstrong,12/01/2013,"7,986.09"
Armstrong,01/01/2014,"7,520.65"
Armstrong,02/01/2014,"11,062.17"
Armstrong,03/01/2014,"7,838.96"
Armstrong,04/01/2014,"8,265.21"
Armstrong,05/01/2014,104.18
Armstrong,06/01/2014,"8,429.61"
Armstrong,07/01/2014,"7,061.35"
Armstrong,08/01/2014,"7,115.50"
Armstrong,09/01/2014,"8,102.07"
Armstrong,10/01/2014,"9,039.05"
Armstrong,11/01/2014,"11,017.93"
Armstrong,12/01/2014,"9,337.73"
Armstrong,01/01/2015,"7,560.68"
Armstrong,02/01/2015,"11,518.02"
Armstrong,03/01/2015,"8,241.61"
Armstrong,04/01/2015,"6,566.41"
Armstrong,05/01/2015,"9,818.19"
