County,date,sales_tax_receipts
Comal,12/01/2017,"2,547,947.40"
Comal,01/01/2018,"2,615,284.05"
Comal,02/01/2018,"3,048,780.92"
Comal,03/01/2018,"2,329,012.12"
Comal,04/01/2018,"2,454,580.27"
Comal,05/01/2018,"3,004,094.49"
Comal,06/01/2018,"2,715,400.18"
Comal,07/01/2018,"2,506,271.47"
Comal,08/01/2018,"3,280,775.33"
Comal,09/01/2018,"3,164,512.36"
Comal,10/01/2018,"2,981,246.14"
Comal,11/01/2018,"2,865,102.65"
Comal,12/01/2018,"2,948,897.95"
Comal,01/01/2019,"2,627,105.54"
Comal,02/01/2019,"3,317,412.48"
Comal,03/01/2019,"2,597,206.38"
Comal,04/01/2019,"2,752,857.40"
Comal,05/01/2019,"2,897,834.20"
Comal,06/01/2019,"2,585,872.92"
Comal,07/01/2019,"2,926,574.54"
Comal,08/01/2019,"3,257,594.50"
Comal,09/01/2019,"3,543,453.51"
Comal,10/01/2019,"3,087,500.91"
Comal,11/01/2019,"3,031,971.39"
Comal,12/01/2019,"3,088,963.71"
Comal,01/01/2020,"2,901,199.59"
Comal,02/01/2020,"3,621,917.24"
Comal,03/01/2020,"2,828,319.31"
Comal,04/01/2020,"2,680,904.81"
Comal,05/01/2020,"3,002,489.77"
Comal,06/01/2020,"2,729,491.74"
Comal,07/01/2020,"3,047,248.94"
Comal,08/01/2020,"3,627,376.52"
Comal,09/01/2020,"3,354,242.86"
Comal,10/01/2020,"3,208,335.43"
Comal,11/01/2020,"3,390,620.00"
Comal,12/01/2020,"3,327,724.55"
Comal,01/01/2021,"3,207,122.63"
Comal,02/01/2021,"3,922,633.75"
Comal,03/01/2021,"3,111,819.67"
Comal,04/01/2021,"2,708,026.19"
Comal,05/01/2021,"4,028,419.26"
Comal,06/01/2021,"3,892,253.19"
Comal,07/01/2021,"3,602,711.61"
Comal,08/01/2021,"4,431,421.47"
Comal,09/01/2021,"4,391,076.72"
Comal,10/01/2021,"4,156,686.05"
Comal,11/01/2021,"4,399,603.03"
Comal,12/01/2021,"3,780,950.31"
Comal,01/01/2022,"4,040,288.74"
Comal,02/01/2022,"4,908,189.72"
Comal,03/01/2022,"3,666,031.18"
Comal,04/01/2022,"3,111,462.78"
Comal,05/01/2022,"4,203,987.96"
Comal,06/01/2022,"3,689,448.71"
Comal,07/01/2022,"4,332,629.74"
Comal,08/01/2022,"4,400,566.61"
Comal,09/01/2022,"4,146,629.95"
Comal,10/01/2022,"4,117,997.82"
Comanche,01/01/2012,"67,448.76"
Comanche,02/01/2012,"94,592.56"
Comanche,03/01/2012,"58,784.75"
Comanche,04/01/2012,"61,867.39"
Comanche,05/01/2012,"83,351.54"
Comanche,06/01/2012,"75,324.51"
Comanche,07/01/2012,"67,732.93"
Comanche,08/01/2012,"85,323.27"
Comanche,09/01/2012,"79,573.52"
Comanche,10/01/2012,"68,862.91"
Comanche,11/01/2012,"80,574.18"
Comanche,12/01/2012,"67,278.18"
Comanche,01/01/2013,"90,135.65"
Comanche,02/01/2013,"87,387.66"
Comanche,03/01/2013,"60,715.09"
Comanche,04/01/2013,"60,538.83"
Comanche,05/01/2013,"94,026.43"
Comanche,06/01/2013,"73,211.41"
Comanche,07/01/2013,"78,311.60"
Comanche,08/01/2013,"94,581.64"
Comanche,09/01/2013,"73,394.05"
Comanche,10/01/2013,"76,138.51"
Comanche,11/01/2013,"81,573.75"
Comanche,12/01/2013,"74,192.02"
Comanche,01/01/2014,"84,046.20"
Comanche,02/01/2014,"93,706.89"
Comanche,03/01/2014,"67,836.35"
Comanche,04/01/2014,"66,966.06"
Comanche,05/01/2014,"96,294.36"
Comanche,06/01/2014,"84,238.16"
Comanche,07/01/2014,"94,346.65"
Comanche,08/01/2014,"92,218.04"
Comanche,09/01/2014,"76,117.05"
Comanche,10/01/2014,"77,006.76"
Comanche,11/01/2014,"93,178.23"
Comanche,12/01/2014,"87,525.50"
Comanche,01/01/2015,"71,891.72"
Comanche,02/01/2015,"102,770.71"
Comanche,03/01/2015,"70,469.72"
Comanche,04/01/2015,"69,493.01"
Comanche,05/01/2015,"110,049.78"
Comanche,06/01/2015,"95,794.53"
Comanche,07/01/2015,"86,380.74"
Comanche,08/01/2015,"108,958.77"
Comanche,09/01/2015,"109,068.29"
Comanche,10/01/2015,"87,432.89"
Comanche,11/01/2015,"101,819.08"
Comanche,12/01/2015,"81,455.42"
Comanche,01/01/2016,"90,810.55"
Comanche,02/01/2016,"110,089.19"
Comanche,03/01/2016,"80,165.88"
Comanche,04/01/2016,"75,987.29"
Comanche,05/01/2016,"106,542.27"
Comanche,06/01/2016,"88,103.87"
Comanche,07/01/2016,"85,985.83"
Comanche,08/01/2016,"95,781.32"
Comanche,09/01/2016,"84,239.06"
Comanche,10/01/2016,"90,529.15"
Comanche,11/01/2016,"93,843.81"
Comanche,12/01/2016,"92,165.47"
Comanche,01/01/2017,"82,285.32"
Comanche,02/01/2017,"118,158.20"
Comanche,03/01/2017,"72,826.79"
Comanche,04/01/2017,"77,190.37"
Comanche,05/01/2017,"98,822.74"
Comanche,06/01/2017,"90,328.83"
Comanche,07/01/2017,"81,517.66"
Comanche,08/01/2017,"94,486.33"
Comanche,09/01/2017,"90,900.53"
Comanche,10/01/2017,"85,177.70"
Comanche,11/01/2017,"107,855.20"
Comanche,12/01/2017,"97,761.29"
Comanche,01/01/2018,"92,852.96"
Comanche,02/01/2018,"114,547.62"
Comanche,03/01/2018,"79,161.90"
Comanche,04/01/2018,"84,551.44"
Comanche,05/01/2018,"106,140.32"
Comanche,06/01/2018,"88,376.97"
Comanche,07/01/2018,"102,219.34"
Comanche,08/01/2018,"115,209.97"
Comanche,09/01/2018,"92,829.20"
Comanche,10/01/2018,"103,311.92"
Comanche,11/01/2018,"107,159.52"
Comanche,12/01/2018,"113,117.80"
Comanche,01/01/2019,"92,052.20"
Comanche,02/01/2019,"109,525.46"
Comanche,03/01/2019,"98,217.00"
Comanche,04/01/2019,"82,228.76"
Comanche,05/01/2019,"109,224.42"
Comanche,06/01/2019,"94,183.38"
Comanche,07/01/2019,"96,439.28"
Comanche,08/01/2019,"107,849.64"
Comanche,09/01/2019,"113,494.96"
Comanche,10/01/2019,"27,765.11"
Comanche,11/01/2019,"120,038.66"
Comanche,12/01/2019,"114,238.28"
Comanche,01/01/2020,"100,265.20"
Comanche,02/01/2020,"135,847.04"
Comanche,03/01/2020,"99,834.94"
Comanche,04/01/2020,"83,910.25"
Comanche,05/01/2020,"112,927.68"
Comanche,06/01/2020,"106,781.84"
Comanche,07/01/2020,"109,481.40"
Comanche,08/01/2020,"129,557.70"
Comanche,09/01/2020,"108,554.92"
Comanche,10/01/2020,"102,769.50"
Comanche,11/01/2020,"132,328.41"
Comanche,12/01/2020,"109,938.31"
Comanche,01/01/2021,"101,987.90"
Comanche,02/01/2021,"155,990.19"
Comanche,03/01/2021,"97,508.89"
Comanche,04/01/2021,"95,552.14"
Comanche,05/01/2021,"138,173.70"
Comanche,06/01/2021,"124,587.97"
Comanche,07/01/2021,"109,442.42"
Comanche,08/01/2021,"142,343.01"
Comanche,09/01/2021,"108,186.38"
Comanche,10/01/2021,"122,329.95"
Comanche,11/01/2021,"134,365.09"
Comanche,12/01/2021,"133,245.07"
Comanche,01/01/2022,"133,149.90"
Comanche,02/01/2022,"167,567.19"
Comanche,03/01/2022,"120,623.41"
Comanche,04/01/2022,"118,155.99"
Comanche,05/01/2022,"178,208.13"
Comanche,06/01/2022,"153,494.19"
Comanche,07/01/2022,"157,351.41"
Comanche,08/01/2022,"177,493.04"
Comanche,09/01/2022,"158,090.46"
Comanche,10/01/2022,"151,507.72"
Concho,01/01/2012,"11,321.36"
Concho,02/01/2012,"19,912.87"
Concho,03/01/2012,"11,004.85"
Concho,04/01/2012,"12,251.76"
Concho,05/01/2012,"12,541.37"
Concho,06/01/2012,"12,748.26"
Concho,07/01/2012,"11,508.33"
Concho,08/01/2012,"14,962.35"
Concho,09/01/2012,"14,111.98"
Concho,10/01/2012,"12,318.99"
Concho,11/01/2012,"15,961.24"
Concho,12/01/2012,"13,031.18"
Concho,01/01/2013,"14,184.30"
Concho,02/01/2013,"19,656.79"
Concho,03/01/2013,"13,499.12"
Concho,04/01/2013,"12,834.64"
Concho,05/01/2013,"16,269.39"
Concho,06/01/2013,"16,234.98"
Concho,07/01/2013,"12,626.15"
Concho,08/01/2013,"15,370.79"
Concho,09/01/2013,"13,276.35"
Concho,10/01/2013,"13,604.22"
Concho,11/01/2013,"19,070.70"
Concho,12/01/2013,"16,522.70"
Concho,01/01/2014,"16,603.06"
Concho,02/01/2014,"20,873.30"
Concho,03/01/2014,"13,876.56"
Concho,04/01/2014,"14,185.67"
Concho,05/01/2014,"16,218.81"
Concho,06/01/2014,"16,317.03"
Concho,07/01/2014,"18,040.10"
Concho,08/01/2014,"17,823.44"
Concho,09/01/2014,"21,872.76"
Concho,10/01/2014,"17,608.95"
Concho,11/01/2014,"18,111.12"
Concho,12/01/2014,"18,069.91"
Concho,01/01/2015,"14,424.15"
Concho,02/01/2015,"24,640.58"
Concho,03/01/2015,"14,504.82"
Concho,04/01/2015,"13,791.65"
Concho,05/01/2015,"19,732.71"
Concho,06/01/2015,"17,088.07"
Concho,07/01/2015,"15,840.59"
Concho,08/01/2015,"30,122.64"
Concho,09/01/2015,"17,041.56"
Concho,10/01/2015,"15,594.28"
Concho,11/01/2015,"20,677.17"
Concho,12/01/2015,"17,371.57"
Concho,01/01/2016,"14,666.54"
Concho,02/01/2016,"19,942.37"
Concho,03/01/2016,"15,453.36"
Concho,04/01/2016,"13,240.32"
Concho,05/01/2016,"21,733.19"
Concho,06/01/2016,"16,267.70"
Concho,07/01/2016,"14,685.32"
Concho,08/01/2016,"17,042.02"
Concho,09/01/2016,"13,509.24"
Concho,10/01/2016,"14,533.18"
Concho,11/01/2016,"16,549.02"
Concho,12/01/2016,"11,773.66"
Concho,01/01/2017,"13,068.28"
Concho,02/01/2017,"17,051.57"
Concho,03/01/2017,"11,912.85"
Concho,04/01/2017,"13,101.37"
Concho,05/01/2017,"14,493.75"
Concho,06/01/2017,"11,482.08"
Concho,07/01/2017,"11,342.29"
Concho,08/01/2017,"14,072.69"
Concho,09/01/2017,"16,098.03"
Concho,10/01/2017,"14,245.68"
Concho,11/01/2017,"13,989.95"
Concho,12/01/2017,"11,448.07"
Concho,01/01/2018,"12,786.62"
Concho,02/01/2018,"18,647.51"
Concho,03/01/2018,"12,502.72"
Concho,04/01/2018,"11,969.12"
Concho,05/01/2018,"17,110.44"
Concho,06/01/2018,"14,095.33"
Concho,07/01/2018,"12,689.87"
Concho,08/01/2018,"13,799.07"
Concho,09/01/2018,"13,873.42"
Concho,10/01/2018,"11,873.21"
Concho,11/01/2018,"19,885.37"
Concho,12/01/2018,"12,446.89"
Concho,01/01/2019,"13,892.69"
Concho,02/01/2019,"20,355.01"
Concho,03/01/2019,"1,283.79"
Concho,04/01/2019,"12,260.38"
Concho,05/01/2019,"15,794.39"
Concho,06/01/2019,"16,152.36"
Concho,07/01/2019,"11,342.82"
Concho,08/01/2019,"22,381.33"
Concho,09/01/2019,"17,586.38"
Concho,10/01/2019,"16,893.97"
Concho,11/01/2019,"20,708.50"
Concho,12/01/2019,"15,155.85"
Concho,01/01/2020,"14,619.38"
Concho,02/01/2020,"20,935.20"
Concho,03/01/2020,"16,845.10"
Concho,04/01/2020,"14,571.28"
Concho,05/01/2020,"17,483.96"
Concho,06/01/2020,"17,710.17"
Concho,07/01/2020,"18,107.14"
Concho,08/01/2020,"20,076.70"
Concho,09/01/2020,"17,101.50"
Concho,10/01/2020,"16,305.78"
Concho,11/01/2020,"19,003.55"
Concho,12/01/2020,"16,468.86"
Concho,01/01/2021,"18,052.47"
Concho,02/01/2021,"21,605.37"
Concho,03/01/2021,"16,919.63"
Concho,04/01/2021,"13,769.45"
Concho,05/01/2021,"21,874.44"
Concho,06/01/2021,"16,809.47"
Concho,07/01/2021,"16,697.83"
Concho,08/01/2021,"20,730.66"
Concho,09/01/2021,"18,701.80"
Concho,10/01/2021,"16,071.59"
Concho,11/01/2021,"18,911.01"
Concho,12/01/2021,"16,474.45"
Concho,01/01/2022,"17,803.77"
Concho,02/01/2022,"20,891.35"
Concho,03/01/2022,"17,115.47"
Concho,04/01/2022,"15,788.97"
Concho,05/01/2022,"22,597.57"
Concho,06/01/2022,"17,150.05"
Concho,07/01/2022,"17,073.38"
Concho,08/01/2022,"21,958.24"
Concho,09/01/2022,"18,644.49"
Concho,10/01/2022,"20,757.36"
Cooke,01/01/2012,"841,654.74"
Cooke,02/01/2012,"1,125,875.13"
Cooke,03/01/2012,"1,034,355.00"
Cooke,04/01/2012,"680,263.47"
Cooke,05/01/2012,"720,821.07"
Cooke,06/01/2012,"895,466.09"
Cooke,07/01/2012,"713,416.44"
Cooke,08/01/2012,"820,573.49"
Cooke,09/01/2012,"2,515,136.87"
Cooke,10/01/2012,"1,155,559.04"
Cooke,11/01/2012,"769,296.07"
Cooke,12/01/2012,"677,237.45"
Cooke,01/01/2013,"482,193.52"
Cooke,02/01/2013,"842,305.40"
Cooke,03/01/2013,"532,978.04"
Cooke,04/01/2013,"620,981.28"
Cooke,05/01/2013,"711,121.07"
Cooke,06/01/2013,"537,258.35"
Cooke,07/01/2013,"642,178.32"
Cooke,08/01/2013,"819,661.47"
Cooke,09/01/2013,"711,266.98"
Cooke,10/01/2013,"681,405.23"
Cooke,11/01/2013,"631,491.56"
Cooke,12/01/2013,"587,096.34"
Cooke,01/01/2014,"700,534.85"
Cooke,02/01/2014,"583,469.57"
Cooke,03/01/2014,"673,863.25"
Cooke,04/01/2014,"904,301.95"
Cooke,05/01/2014,"809,775.74"
Cooke,06/01/2014,"865,566.82"
Cooke,07/01/2014,"843,513.70"
Cooke,08/01/2014,"899,046.48"
Cooke,09/01/2014,"774,918.36"
Cooke,10/01/2014,"818,149.13"
Cooke,11/01/2014,"902,696.92"
Cooke,12/01/2014,"951,059.06"
Cooke,01/01/2015,"835,373.42"
Cooke,02/01/2015,"1,317,230.53"
Cooke,03/01/2015,"589,736.26"
Cooke,04/01/2015,"505,313.49"
Cooke,05/01/2015,"714,028.05"
Cooke,06/01/2015,"651,542.10"
Cooke,07/01/2015,"788,055.94"
Cooke,08/01/2015,"810,740.49"
Cooke,09/01/2015,"658,742.12"
Cooke,10/01/2015,"598,358.11"
Cooke,11/01/2015,"558,407.31"
Cooke,12/01/2015,"532,360.40"
Cooke,01/01/2016,"616,391.33"
Cooke,02/01/2016,"805,961.26"
Cooke,03/01/2016,"477,041.89"
Cooke,04/01/2016,"536,347.80"
Cooke,05/01/2016,"1,009,376.92"
Cooke,06/01/2016,"770,177.97"
Cooke,07/01/2016,"489,058.48"
Cooke,08/01/2016,"81,844.27"
Cooke,09/01/2016,"510,867.20"
Cooke,10/01/2016,"496,112.56"
Cooke,11/01/2016,"623,311.03"
Cooke,12/01/2016,"476,686.13"
Cooke,01/01/2017,"603,326.18"
Cooke,02/01/2017,"712,959.98"
Cooke,03/01/2017,"501,694.21"
Cooke,04/01/2017,"575,833.36"
Cooke,05/01/2017,"669,129.53"
Cooke,06/01/2017,"595,684.36"
Cooke,07/01/2017,"638,140.08"
Cooke,08/01/2017,"736,554.64"
Cooke,09/01/2017,"747,401.15"
Cooke,10/01/2017,"559,798.31"
Cooke,11/01/2017,"631,739.83"
Cooke,12/01/2017,"579,872.88"
Cooke,01/01/2018,"606,954.13"
Cooke,02/01/2018,"698,874.85"
Cooke,03/01/2018,"593,923.20"
Cooke,04/01/2018,"462,908.45"
Cooke,05/01/2018,"831,805.10"
Cooke,06/01/2018,"830,391.55"
Cooke,07/01/2018,"1,001,887.84"
Cooke,08/01/2018,"1,117,855.50"
Cooke,09/01/2018,"1,156,468.25"
Cooke,10/01/2018,"80,797.62"
Cooke,11/01/2018,"776,374.80"
Cooke,12/01/2018,"692,142.54"
Cooke,01/01/2019,"1,135,956.45"
Cooke,02/01/2019,"900,845.93"
Cooke,03/01/2019,"729,268.55"
Cooke,04/01/2019,"803,670.31"
Cooke,05/01/2019,"838,324.41"
Cooke,06/01/2019,"742,523.11"
Cooke,07/01/2019,"825,058.88"
Cooke,08/01/2019,"1,093,490.68"
Cooke,09/01/2019,"792,114.94"
Cooke,10/01/2019,"712,828.13"
Cooke,11/01/2019,"706,888.61"
Cooke,12/01/2019,"811,135.71"
Cooke,01/01/2020,"704,711.22"
Cooke,02/01/2020,"821,898.25"
Cooke,03/01/2020,"641,193.07"
Cooke,04/01/2020,"591,636.01"
Cooke,05/01/2020,"735,114.73"
Cooke,06/01/2020,"705,146.48"
Cooke,07/01/2020,"641,556.85"
Cooke,08/01/2020,"853,837.82"
Cooke,09/01/2020,"738,266.12"
Cooke,10/01/2020,"90,167.23"
Cooke,11/01/2020,"798,840.73"
Cooke,12/01/2020,"646,631.96"
Cooke,01/01/2021,"600,470.82"
Cooke,02/01/2021,"790,951.97"
Cooke,03/01/2021,"566,176.89"
Cooke,04/01/2021,"545,214.49"
Cooke,05/01/2021,"827,409.85"
Cooke,06/01/2021,"717,679.98"
Cooke,07/01/2021,"663,508.48"
Cooke,08/01/2021,"811,028.35"
Cooke,09/01/2021,"758,798.69"
Cooke,10/01/2021,"685,812.17"
Cooke,11/01/2021,"912,307.47"
Cooke,12/01/2021,"780,415.69"
Cooke,01/01/2022,"742,036.05"
Cooke,02/01/2022,"989,166.82"
Cooke,03/01/2022,"816,778.72"
Cooke,04/01/2022,"666,881.71"
Cooke,05/01/2022,"903,240.13"
Cooke,06/01/2022,"886,878.60"
Cooke,07/01/2022,"782,063.36"
Cooke,08/01/2022,"686,521.82"
Cooke,09/01/2022,"805,872.44"
Cooke,10/01/2022,"944,687.25"
Coryell,01/01/2012,"404,035.17"
Coryell,02/01/2012,"553,902.86"
Coryell,03/01/2012,"381,238.72"
Coryell,04/01/2012,"440,939.59"
Coryell,05/01/2012,"526,337.21"
Coryell,06/01/2012,"412,594.48"
Coryell,07/01/2012,"433,989.84"
Coryell,08/01/2012,"502,988.79"
Coryell,09/01/2012,"434,426.92"
Coryell,10/01/2012,"461,544.31"
Coryell,11/01/2012,"507,604.07"
Coryell,12/01/2012,"440,064.03"
Coryell,01/01/2013,"469,328.51"
Coryell,02/01/2013,"582,546.32"
Coryell,03/01/2013,"406,432.31"
Coryell,04/01/2013,"457,427.15"
Coryell,05/01/2013,"561,108.83"
Coryell,06/01/2013,"297,108.39"
Coryell,07/01/2013,"448,576.34"
Coryell,08/01/2013,"534,140.45"
Coryell,09/01/2013,"434,131.65"
Coryell,10/01/2013,"448,989.53"
Coryell,11/01/2013,"515,943.19"
Coryell,12/01/2013,"432,603.16"
Coryell,01/01/2014,"440,594.00"
Coryell,02/01/2014,"593,957.07"
Coryell,03/01/2014,"438,395.68"
Coryell,04/01/2014,"454,285.08"
Coryell,05/01/2014,"578,029.75"
Coryell,06/01/2014,"492,280.89"
Coryell,07/01/2014,"445,964.35"
Coryell,08/01/2014,"543,867.94"
Coryell,09/01/2014,"468,395.96"
Coryell,10/01/2014,"478,914.80"
Coryell,11/01/2014,"557,695.85"
Coryell,12/01/2014,"478,729.19"
Coryell,01/01/2015,"463,408.40"
Coryell,02/01/2015,"633,041.66"
Coryell,03/01/2015,"437,663.03"
Coryell,04/01/2015,"469,027.96"
Coryell,05/01/2015,"633,692.95"
Coryell,06/01/2015,"491,020.28"
Coryell,07/01/2015,"478,990.24"
Coryell,08/01/2015,"604,731.03"
Coryell,09/01/2015,"491,492.24"
Coryell,10/01/2015,"441,242.44"
Coryell,11/01/2015,"568,941.03"
Coryell,12/01/2015,"475,691.49"
Coryell,01/01/2016,"465,196.30"
Coryell,02/01/2016,"642,938.36"
Coryell,03/01/2016,"439,084.52"
Coryell,04/01/2016,"480,887.03"
Coryell,05/01/2016,"607,562.21"
Coryell,06/01/2016,"479,414.91"
Coryell,07/01/2016,"474,611.56"
Coryell,08/01/2016,"591,060.42"
Coryell,09/01/2016,"482,291.55"
Coryell,10/01/2016,"492,249.07"
Coryell,11/01/2016,"565,629.07"
Coryell,12/01/2016,"477,747.16"
Coryell,01/01/2017,"513,720.27"
Coryell,02/01/2017,"655,785.56"
Coryell,03/01/2017,"459,030.96"
Coryell,04/01/2017,"482,330.68"
Coryell,05/01/2017,"644,411.24"
Coryell,06/01/2017,"511,569.30"
Coryell,07/01/2017,"541,239.15"
Coryell,08/01/2017,"628,130.97"
Coryell,09/01/2017,"564,157.72"
Coryell,10/01/2017,"532,442.21"
Coryell,11/01/2017,"619,334.19"
Coryell,12/01/2017,"545,816.86"
Coryell,01/01/2018,"562,331.88"
Coryell,02/01/2018,"717,056.55"
Coryell,03/01/2018,"498,964.97"
Coryell,04/01/2018,"527,057.74"
Coryell,05/01/2018,"732,287.61"
Coryell,06/01/2018,"546,742.27"
Coryell,07/01/2018,"576,615.52"
Coryell,08/01/2018,"660,612.56"
Coryell,09/01/2018,"548,077.95"
Coryell,10/01/2018,"392,681.62"
Coryell,11/01/2018,"638,228.24"
Coryell,12/01/2018,"614,733.20"
Coryell,01/01/2019,"579,501.54"
Coryell,02/01/2019,"727,635.09"
Coryell,03/01/2019,"523,938.35"
Coryell,04/01/2019,"594,084.68"
Coryell,05/01/2019,"689,881.87"
Coryell,06/01/2019,"606,579.12"
Coryell,07/01/2019,"604,536.31"
Coryell,08/01/2019,"689,089.97"
Coryell,09/01/2019,"522,743.20"
Coryell,10/01/2019,"595,898.68"
Coryell,11/01/2019,"648,771.89"
Coryell,12/01/2019,"609,994.69"
Coryell,01/01/2020,"604,210.88"
Coryell,02/01/2020,"799,547.30"
Coryell,03/01/2020,"644,120.96"
Coryell,04/01/2020,"566,730.42"
Coryell,05/01/2020,"718,432.17"
Coryell,06/01/2020,"658,950.48"
Coryell,07/01/2020,"737,963.17"
Coryell,08/01/2020,"804,096.55"
Coryell,09/01/2020,"705,228.33"
Coryell,10/01/2020,"676,900.97"
Coryell,11/01/2020,"766,444.39"
Coryell,12/01/2020,"669,220.27"
Coryell,01/01/2021,"686,092.66"
Coryell,02/01/2021,"862,286.22"
Coryell,03/01/2021,"663,903.53"
Coryell,04/01/2021,"576,320.63"
Coryell,05/01/2021,"961,560.70"
Coryell,06/01/2021,"764,297.25"
Coryell,07/01/2021,"713,507.74"
Coryell,08/01/2021,"881,984.42"
Coryell,09/01/2021,"740,285.96"
Coryell,10/01/2021,"710,783.77"
Coryell,11/01/2021,"890,643.45"
Coryell,12/01/2021,"692,204.06"
Coryell,01/01/2022,"769,853.82"
Coryell,02/01/2022,"965,538.37"
Coryell,03/01/2022,"678,000.09"
Coryell,04/01/2022,"671,299.03"
Coryell,05/01/2022,"958,838.24"
Coryell,06/01/2022,"763,391.38"
Coryell,07/01/2022,"781,853.94"
Coryell,08/01/2022,"884,878.15"
Coryell,09/01/2022,"777,754.49"
Coryell,10/01/2022,"805,954.04"
Cottle,01/01/2012,"8,504.10"
Cottle,02/01/2012,"12,615.50"
Cottle,03/01/2012,"8,717.74"
Cottle,04/01/2012,"8,589.98"
Cottle,05/01/2012,"12,420.92"
Cottle,06/01/2012,"6,629.52"
Cottle,07/01/2012,"7,944.01"
Cottle,08/01/2012,"10,488.03"
Cottle,09/01/2012,"7,264.05"
Cottle,10/01/2012,"22,657.70"
Cottle,11/01/2012,"10,598.83"
Cottle,12/01/2012,"8,972.16"
Cottle,01/01/2013,"7,434.09"
Cottle,02/01/2013,"11,416.89"
Cottle,03/01/2013,"7,700.59"
Cottle,04/01/2013,"8,321.90"
Cottle,05/01/2013,"9,890.43"
Cottle,06/01/2013,"8,202.67"
Cottle,07/01/2013,"8,162.64"
Cottle,08/01/2013,"8,293.88"
Cottle,09/01/2013,"9,064.83"
Cottle,10/01/2013,"8,018.59"
Cottle,11/01/2013,"9,346.56"
Cottle,12/01/2013,"8,443.73"
Cottle,01/01/2014,"8,369.44"
Cottle,02/01/2014,"10,849.70"
Cottle,03/01/2014,"7,986.64"
Cottle,04/01/2014,"7,386.95"
Cottle,05/01/2014,"11,584.03"
Cottle,06/01/2014,"8,862.08"
Cottle,07/01/2014,"7,349.50"
Cottle,08/01/2014,"8,503.10"
Cottle,09/01/2014,"8,057.11"
Cottle,10/01/2014,"9,562.79"
Cottle,11/01/2014,"9,843.49"
Cottle,12/01/2014,"11,540.69"
Cottle,01/01/2015,"8,430.49"
Cottle,02/01/2015,"11,371.57"
Cottle,03/01/2015,"8,665.18"
Cottle,04/01/2015,"8,789.38"
Cottle,05/01/2015,"10,032.55"
Cottle,06/01/2015,"8,303.48"
Cottle,07/01/2015,"6,438.97"
Cottle,08/01/2015,"9,666.56"
Cottle,09/01/2015,"8,444.76"
Cottle,10/01/2015,"8,792.61"
Cottle,11/01/2015,"10,584.51"
Cottle,12/01/2015,"9,394.36"
Cottle,01/01/2016,"7,829.87"
Cottle,02/01/2016,"9,965.59"
Cottle,03/01/2016,"11,051.15"
Cottle,04/01/2016,"8,666.17"
Cottle,05/01/2016,"9,655.14"
Cottle,06/01/2016,"7,815.66"
Cottle,07/01/2016,"7,415.29"
Cottle,08/01/2016,"10,000.96"
Cottle,09/01/2016,"8,252.54"
Cottle,10/01/2016,"10,556.66"
Cottle,11/01/2016,"9,612.74"
Cottle,12/01/2016,"9,148.81"
Cottle,01/01/2017,"8,868.99"
Cottle,02/01/2017,"10,107.20"
Cottle,03/01/2017,"9,625.23"
Cottle,04/01/2017,"8,633.42"
Cottle,05/01/2017,"9,106.85"
Cottle,06/01/2017,"7,789.88"
Cottle,07/01/2017,"8,147.08"
Cottle,08/01/2017,"8,718.01"
Cottle,09/01/2017,"14,690.55"
Cottle,10/01/2017,"27,028.70"
Cottle,11/01/2017,"8,387.27"
Cottle,12/01/2017,"10,668.73"
Cottle,01/01/2018,"11,062.44"
Cottle,02/01/2018,"11,218.44"
Cottle,03/01/2018,"9,864.69"
Cottle,04/01/2018,"10,237.39"
Cottle,05/01/2018,"10,393.68"
Cottle,06/01/2018,"8,348.04"
Cottle,07/01/2018,"9,071.33"
Cottle,08/01/2018,"10,256.45"
Cottle,09/01/2018,"8,934.19"
Cottle,10/01/2018,"9,382.09"
Cottle,11/01/2018,"10,177.60"
Cottle,12/01/2018,"10,536.22"
Cottle,01/01/2019,"8,788.68"
Cottle,02/01/2019,"13,032.61"
Cottle,03/01/2019,"9,586.62"
Cottle,04/01/2019,"8,734.91"
Cottle,05/01/2019,"11,255.57"
Cottle,06/01/2019,"11,155.65"
Cottle,07/01/2019,"8,013.15"
Cottle,08/01/2019,"10,167.28"
Cottle,09/01/2019,"8,627.10"
Cottle,10/01/2019,"8,333.02"
Cottle,11/01/2019,"10,563.87"
Cottle,12/01/2019,"9,486.32"
Cottle,01/01/2020,"9,775.53"
Cottle,02/01/2020,"13,215.80"
Cottle,03/01/2020,"9,929.39"
Cottle,04/01/2020,"8,548.67"
Cottle,05/01/2020,"10,835.74"
Cottle,06/01/2020,"10,196.81"
Cottle,07/01/2020,"10,468.56"
Cottle,08/01/2020,"12,562.35"
Cottle,09/01/2020,"10,710.10"
Cottle,10/01/2020,"9,118.30"
Cottle,11/01/2020,"12,778.31"
Cottle,12/01/2020,"8,879.79"
Cottle,01/01/2021,"10,856.60"
Cottle,02/01/2021,"14,246.22"
Cottle,03/01/2021,"9,806.36"
Cottle,04/01/2021,"9,488.65"
Cottle,05/01/2021,"14,926.20"
Cottle,06/01/2021,"11,582.11"
Cottle,07/01/2021,"9,244.15"
Cottle,08/01/2021,"13,402.65"
Cottle,09/01/2021,"10,665.23"
Cottle,10/01/2021,"10,347.16"
Cottle,11/01/2021,"12,737.08"
Cottle,12/01/2021,"10,979.13"
Cottle,01/01/2022,"10,913.38"
Cottle,02/01/2022,"13,534.43"
